"","text"
"6048","Shazam is a damn delight, and everyone should see it."
"6049","//should i make a mary bromfield? from shazam?

her character is applying for colleges, so she's eighteen. her actress is twenty-two."
"6050","Watched @ShazamMovie and whoaaaa!  It was really good.. @DCComics is really improving.."
"6051","@Legendary @wbpictures I went to go see Shazam in IMAX and they didn’t play the Godzilla KOTM footage"
"6052","Has not been since Suicide Squad and Han Solo that I had as many goose bumps.  Shazam!!!!!!  I loved it so much.    He is a character I have always been fascinated with since the 70s TV show.  Since them I have every single comic and seeing on screen simply made me HAPPY!"
"6053","Just caught @ShazamMovie in the theaters. Enjoyed it!"
"6054","@ZacharyLevi So for my anniversary,  my significant other got me a few Pop figures (I collect them). And he did not get the one of you! <U+0001F62D> I told him I think we need to see other people, Haha. #Shazam #ZacharyLeviFan"
"6055","yo me and my friend were going to see Us and then Shazam back to back but since Us is rated R we can’t see it since we’re babies so he tried to use tickets for Shazam to sneak in but that starts at 7 so she can’t let us in so what the fuck do we do"
"6056","@KivaBay Shazam found a really nice median between 'big superhero epic' and 'weird little indie throwback film that people only find out about two years after it comes out'. Kinda felt like what Disney tried to do with Spider-Man and the Ant-Man movies but like... Actually good."
"6057","Please don't go to leisure mall to see Shazam 
Ticket is 2000 minis popcorn and drink 

You're welcome"
"6058","#Shazam... is the 2nd best DCEU movie. Didn't have the highs of Wonder Woman, but also didn't have the lows of it either. Pretty middle of the road the entire time. Not great but definitely not bad! I enjoyed it. Was fun!"
"6059","@PNemiroff The look on Shazam’s face when he first goes into the strip club"
"6060","@ShazamMovie The trailer for this movie did not do it justice.  Some, including myself, thought it would be a little cheesy.  This movie is absolutely wonderful!! We laughed and cheered! The actors are fantastic, the story is fun, and action packed.  Definite must see!! #Shazam!"
"6061","@ShazamMovie The trailer for this movie did not do it justice.  This movie is absolutely wonderful!! The entire theater laughed and cheered! The actors are fantastic, the story is fun, and the movie was action packed.  Definite must see!! #Shazam"
"6062","@ShazamMovie The trailer for this movie did not do it justice.  This movie is absolutely wonderful!! The entire theater laughed and cheered! The actors are fantastic, the story is fun, and the movie was action packed.  Definite must see!! #Shazam !"
"6063","@ponysmasher #Shazam was fantastic!!  Great cast, direction, stunts, special effects, comedy, etc. Nice job!  Kept is on the edge of our seats!  @ShazamMovie"
"6064","Shazam! is a really charming and fun movie, and @ZacharyLevi just nailed it."
"6065","@ZacharyLevi Sadly unable to see #ShazamMovie this weekend but am spending some time with #ChuckBartowski my first love <U+0001F60D>"
"6066","@shitpostney @ChiggityChives Us is doing really well right now and probably will continue to but it's opening weekend for Shazam and I want non grimdark DC movies to do well"
"6067","We weren’t able to see Captain Marvel (sold out) so saw Shazam and went to store for grilling supplies. 
And I did sing “We got Jared!”
Out loud."
"6068","@ShazamMovie Was an absolute delight. I cannot wait to see more. Bring on the Black Adam! Philly represent! @RalphGarman"
"6069","@CDawsonAuthor I liked it better than Aquaman. Aquaman was too much for me. Shazam is more subtle, more ""low profile"". I'm planning on seeing it again. It's bright DC, without becoming Marvel."
"6070","Basically the Shazam movie <U+0001F62D><U+0001F602><U+0001F602><U+0001F602><U+0001F602>"
"6071","don't know about the hero. Not only will you end up learning about him/her, but you may enjoy the movie. This has happened to me with #BlackPanther, #CaptainMarvel and now this. 

I understand why Shazam is popular now and I hope his fans are happy with the movie they got. 

8/10"
"6072","Shazam video review coming later today..."
"6073","Is Shazam some sort of magician?"
"6074","Just went back from watching #Shazam and... WOW what an AMAZING Movie it is."
"6075","@joereid That pre-roll is a lot more fun than this mess of a movie, just got out and I’m seeing Shazam now in hopes of cheering me up!"
"6076","This is a fucking good joke"
"6077","@dis_devv That’s shit was stupid waste of money watch Shazam instead no cap"
"6078","@Dn90t I'm really looking forward to seeing Shazam, it looks REALLY good, and one of the things that appeals to me about it is that it feels very different in trailers than what I'm used to from MCU. I like MCU, but I don't need more of it."
"6079","@scully1888 @mrbasil_pesto “Damnit, can I please have an in depth essay with a breakdown of many reasons why Shazam isn’t dark and gritty”"
"6080","@FadyK85 Dug Shazam. Will definitely see a second time. Everything I can say about it has already been said."
"6081","Soak it in DC cause in 3 weeks not even the thought of watching Shazam will cross anyone’s mind"
"6082","What is happening? I saw #Shazam and Adam Brody blew my mind, great performance and super entertaining film."
"6083","Welp, clearly I did not stream today.  I ended up with tickets to go see Shazam early this morning and I regret nothing! :) I'll be back on stream Monday morning at 10am PDT / 1pm EDT / 6pm GMT!"
"6084","That one scene in Shazam where the wizard shows a flashback of a specific PERSON(champion) that didn’t work out well....<U+26A1><U+FE0F><U+26A1><U+FE0F><U+26A1><U+FE0F>#SHAZAM"
"6085","Just got back from Shazam! I had a pretty decent time"
"6086","So in the battle of #Shazam vs #CaptainMarvel I actually enjoyed Shazam more, to me I like they had an actual heroes journey in Shazam which was underdone in the Marvel movie to me it’s DC’s first win against Marvel"
"6087","so I had an absolute blast watching this, as you can probably tell! it’s not perfect, but it is so clever and pure and full of love <U+2764><U+FE0F>"
"6088","If you’re a movie company and you know shazam and avengers is coming out weeks apart, while in the hell would you put ur movie out between them ???"
"6089","@37customtoys @DCComics @ShazamMovie Doesn't need an introduction <U+0001F60E>"
"6090","@DCComics @ShazamMovie Shoot him in the face"
"6091","If call myself WeMeetAgain, just so my arch enemy would have to say ""So, WeMeetAgain, we meet again""  and they'd look stupid. #Upperhand"
"6092","@intrastelIar one of them better be shazam"
"6093","About to see #ShazamMovie. #Excited"
"6094","You got your ass beat by a girl lmao"
"6095","It’s finally happened! I just saw someone actually do the Noovie Arcade VR thing before #Shazam"
"6096","@paulscheer I thought that was Sinbad in Shazam.  Or was that Zach Morris from Saved By The Bell.  What the hell is reality anymore?"
"6097","Just seen this in #IMAX at @cineworld and #ShazamMovie is so so good... You must see @ShazamMovie"
"6098","Thank you @ponysmasher for giving us Shazam! Thank you for being an inspiration to us younger filmmakers! Shazam was the best super hero movie to date!!!<U+26A1><U+FE0F><U+26A1><U+FE0F><U+26A1><U+FE0F>"
"6099","I really really really liked shazam. 

If dc keeps putting out movies like this with heart they'll be fucking mcu up in no time.

I think word of mouth is really gonna help this movie in the 2nd weekend."
"6100","@ScornComiX @ShazamMovie Just got back from post movie taco bell.
It was just special.

Man was Mark strong great."
"6101","@jedibrenderlin @DurrnDragon @Xilimyth I went to the movies yesterday to see Shazam.

7.39 USD for the ticket
7.49+tax for a regular popcorn
6.99+tax for a large ICEE

...no wonder it took me 6 years to go back."
"6102","@WeirdoGuyWWE @ShazamMovie @DCComics Oh cool goodnight bro sweet dreams I love you so much<U+2764><U+FE0F><U+2764><U+FE0F><U+2764><U+FE0F><U+2764><U+FE0F><U+2764><U+FE0F>"
"6103","@WeaponizedRage I don't like most DC stuff. Batman and Flash is about it (would love to see some Mr. Miracle and Barda, or Blue Beetle). I intend to see Shazam, though."
"6104","@IAmCarebear2408 I am really busy this week with calculus but if I can I’ll see #Shazam and #Hellboy this week!"
"6105","@Shadewing @PeteSpideyTalk I think this is present around the 3rd act of Shazam, I don’t wanna include spoilers but feel free to dm"
"6106","the best part of shazam are the actors, they all did a great job."
"6107","@JonsCrazyTweets We got through Captain Marvel. Excellent Avengers puzzle piece. It was late, so Shazam stayed on the “watchlist”."
"6108","Shazam had no right to be that much fun."
"6109","Most reviews I’ve seen are all “Yes, it’s a DC movie, but ‘SHAZAM!’ doesn’t suck *nearly* as much as we were expecting! Three stars!”"
"6110","@heyalexdaily I liked Wonder Woman in the theater, but didn’t see anything in the Shazam trailers to entice me on this one."
"6111","This movie is so good, everyone should watch it. Seriously, do go watch it"
"6112","@YahooEnt Shazam is an example of greater directorial freedom, smart character writing, and a huge amount of thought put into choosing the right actor for the right role. 

Shazam wasn’t perfect, but it was excellent."
"6113","Just watched Shazam, I have to say they did a good job on it."
"6114","I took my wife and young son halfway across the state to see #Shazam @BransonIMAX (largest screen in Midwest).

Billy walking through the throne room gave me goosebumps.  Great film!  Well done by all!"
"6115","@MazeDaMouth Do they call him Shazam or Captain Marvel in the movie?"
"6116","They used to be the same name at some point"
"6117","I wonder if they just made a movie called shazam to cover up that the sinbad shit actually happened <U+0001F914>"
"6118","My favorite part of #Shazam! was when when Thanos's snapped wiped away half the DC universe too."
"6119","Shazam was as fun and dumb as I needed it to be."
"6120","people associate copyright with preventing the creation of fan spinoffs and sampled music but it also blocks derivative works like an open source shazam-style song identifier"
"6121","Leaving for #Shazam in 10 minutes. I don’t do this a lot but @ponysmasher, you and your movies have meant so much to me over the years. I’m truly excited to see what you have in store here."
"6122","Jerry Ordway: kept alive the trademark and characters of Shazam for a generation. Thanks! <U+26A1>"
"6123","SHAZAM! is an absolute blast. A force of fun and is up there with Die Hard and Gremlins as one of my favorite Christmas movies. I can see why my brother loves the character so much. Also, Santa Clause is hilarious as a pussy who dgaf if the kids are watching on live TV."
"6124","they turned shazam off halfway in."
"6125","@iRumii_B Thank you di. Started with IPL match and end up with #Shazam movie. Have plans for Tomo as well<U+0001F917><U+263A><U+FE0F>"
"6126","If you’re the bitch who sat next to me at the 7:00 showing of #Shazam in Amc Empire 25 on 4/5/19 Fuck you"
"6127","@puckhogg4 You’ll like Shazam! I liked Captain Marvel, but it’s not in my MCU Top 10. It also seemed to do a bit of retconning involving a pretty major artifact in the MCU!"
"6128","#Shazam is going to get mixed comments but I think #DC took risk and they paid off."
"6129","This movie is great. It’s funny, has a great story, and the action is fun to watch. The overall tone in this movie is great, and I’m happy to see all of the diverse tones in the DCEU. #Shazam"
"6130","accidentally reserved a seat for shazam today"
"6131","@valleygrim @_joshpray Shazam is one of them and joker about forth with a ton of awards behind it"
"6132","and by pretty good i mean very good"
"6133","Whew today was eventful. Ortho appointment, a little grocery shopping, watched Shazam, nabbed a game involving a green dinosaur, made a new friend with the store clerk and got the fam dinner 

Time to study.. <U+0001F605> 

Hope everyone's Saturday is going great so far!"
"6134","Seeing good reviews on shazam I might HAVE to see it now"
"6135","We’re at that point now, try and defend this Captain Marvel bots"
"6136","@ShazamMovie @ZacharyLevi was the perfect Billy! Loved the movie. Can’t wait to see if there’s a possibly part two. <U+0001F64C><U+0001F3FD>"
"6137","@AsherAngel  was amazing in Shazam. It’s a must see movie. I laughed and cried and loved it! @ShazamMovie"
"6138","@JackRicofficial @Mikeonscreen Thx again, fellas! #ShazamMovie chatter was fun. 

I dug this flick, too. It’s hip, playful, fun, colorful (literally in every way), jovial &amp; captures everything a teenager would be thinking, feeling &amp; doing if s/he suddenly obtain superpowers."
"6139","You know what would be cool? 

A Shazam challenge. 

But Shazam would’ve have to come out like 10 years ago. 

Take a picture as a kid, then when you grow up, put the #Shazam. And it’s a comparison of you as a kid and you grown up."
"6140","Trying to watch Shazam today"
"6141","@TheDCUniverse

Just saw #Shazam

Was worried it might be ""too young"" but did a great playing it for young &amp; old

Better than I expected

Great fun

Wanna see #BlackAdam in sequel!

Just wondering how much did Disney pay DC to no use ""Capt Marvel"" moniker at all anymore?"
"6142","Okay! Today @JarrettMelendez and I saw #Shazam! I still remember being at the #JusticeLeague premiere with @TiffanysTweets and her introducing me to @ZacharyLevi, he had the perfect Batson energy then and overdelivered now that I've seen it on the screen! Great work, everyone!"
"6143","But after seeing Shazam I do want to say that I really genuinely want to love it because there’s a ton of things the film did just great...

It’s just that I have my fair share of issues with it that kinda bog it down for me that prevent me from absolutely loving it."
"6144","Something about Shazam I also didn’t like was that it pushed the shared universe aspect of the DCEU quite a bit, unlike Wonder Woman where the push was somewhat subtle.

I just want these films to be their own thing and not have them be interconnected in this unnecessary universe"
"6145","Also was Shazam’s sequel-bait ending really warranted?

I dunno guys that felt kinda out of place and I didn’t really know what to think about it."
"6146","Shazam!:
I am quite glad that DC kept going in the same direction as they did with Aquaman. This is a fun, light-hearted, and colourful movie, perfectly adept at providing one with a good time.
E."
"6147","Spoiler-less #Shazam Spoilers

Of course David Sandberg voiced THAT character at the end!"
"6148","Their super power would be the ability to exist! Then i could answer this question. #Shazam"
"6149","probably the second best in this universe after 'Wonder Woman.' I can definitely recommend 'Shazam.'"
"6150","I find it funny how DC release a fun, bonkers, goofy, heartfelt film like 'Shazam' so soon after Zack Snyder tells people to ""wake the fuck up"" about his version of Batman killing people! But in all seriousness Shazam was easily the most fun the DCEU has been so far and is"
"6151","Went to go see @ShazamMovie this morning and enjoyed the film but really liked the @benwallfisch score.   It had the high spirit of adventure and magic this type of film needs. Looking forward to picking up a copy soon."
"6152","Every time I think I'm tired of superhero movies, along comes another great one #shazam"
"6153","my dad says that we can't go see shazam tomorrow so i'm seeking applications for a new dad"
"6154","Great movie bro you’ll love it DC slowly getting it together"
"6155","anyone want to go see shazam tonight? bc im going and you can tag along"
"6156","Seeing Philly in a big superhero movie warmed my heart and it also helps that Shazam! is the best movie of the year! Go see it right now people!"
"6157","@mrRuimy welcome to all things film and streaming with the semi-talented @NeilRosenApples the very capable Bill Bregoli and me, former big shot. Have a listen to the below podcast and please complain bitterly but also reTweet. Thanks."
"6158","Go see Shazam.

Easily one of the best DC movies.
It's got comedy.
It's got fights.
It's got heart."
"6159","Can't wait to just go to sleep and wake up to see Shazam tomorrow."
"6160","Welp, thanks to traffic, guess Im seeing Shazam instead. Oh well"
"6161","This is so accurate. I love it. Please go see #Shazam"
"6162","@ZacharyLevi just saw Shazam. Awesome! Hilarious! Hope there’s more to come. <U+0001F600>"
"6163","So far, I head many people saying then Shazam is good. I means, the concept of a kid who turn into a super hero is really interesting. Plus, I do think then the fact they take a more lighthearted approach for it is genius. Might worth to see."
"6164","@jstoa23 @getFANDOM @Variety The budget for Shazam was 85 million. So compared to the 200 million dollar budget films. Shazam is doing objectively well"
"6165","I keep seeing  people freaking out over how silly the Shazam! movie looks and how weird it is to have another Captain Marvel the same year as uh, Captain Marvel BUT! Have you considered that Billy Batson is great?"
"6166","#shazam
That was a fun and also hilarious movie."
"6167","@JaysDrawlings @1JohnLivesay @JerryOrdway @ShazamMovie @ZacharyLevi @ErikJLarsen @LetsTalkCM @DCComics @geoffjohns @sterlinggates Jay, pay attention please.  I have never heard of Gem Comics.  I am very aware of Whiz Comics and Captain Marvel."
"6168","We just saw @ShazamMovie @ZacharyLevi We freaking loved it! The end fight scenes &amp; the last scene were my favorite. Great storyline too! Well done guys!"
"6169","#Shazam has the IT factor for me, joining Wonder Woman when it comes to exclusively the DCEU. Forget the fact that it's perceived as a superhero movie...it's just a damn good movie. Keep this momentum going DC!"
"6170","i’m going to b annoying about this. everyone go see shazam"
"6171","@ShazamMovie is the best DC movie

Fight me"
"6172","As a comic book nerd I am immensely happy with the @ShazamMovie! I only take issue with the merging of Black Adam and Dr. Sivana. But it worked. 4.5 lightning bolts <U+26A1><U+FE0F><U+26A1><U+FE0F><U+26A1><U+FE0F><U+26A1><U+FE0F>"
"6173","#Shazam Love it for disabled and people of color representation as a Vietnamese European Polynesian Indigenous Pacific Islander person of color author comic writer and screenwriter disabled with aspergers syndrome depression anxiety panic attacks and ptsd"
"6174","#Shazam is awesome drop what you are doing and go see it."
"6175","#Shazam was a 9/10 — little predictable but really warm, really fun &amp; had some pretty good messages in it. I’d recommend an attendance."
"6176","@airplane42 @FrHarrison @SonnyBunch It’s also what makes Shazam/Captain Marvel so interesting- they said imagine if a kid gets all this power."
"6177","@ponysmasher @henrygayden @DarrenLemke @geoffjohns I noticed “Shazam!” mentioned the 7 realms, which debuted in comics only a few months ago. Is this an example of the comics running with something created for a movie, or was the movie designed to coincide with this storyline?"
"6178","Radio stations use the value of the Shazam count to determine the popularity of a song . Radio play is a requirement for Billboard Hot 100
More Shazams leads to more radio play. Radio play is 30-40% of Hot 100 #KILLLTHISLOVE #BLACKPINK @ygofficialblink"
"6179","Shazam is incredible and I love @ZacharyLevi a lot"
"6180","Just got home from the cinema, went to see Shazam!
I loved it! It's funny, a great origin story, but most importantly, it does the character justice. Hopefully this paves the way for future DC movies!

#Shazam #ShazamMovie"
"6181","Billy Baston story is heartbreaking, orphan at a young age, finds his mother and it's just freaking heartbreaking to see that scene play out. This film gave comedy, drama, action in all the right spots. It's good to see DC n WB keeping what's make different than Disney #Shazam"
"6182","@ShazamMovie filling up here at theater pretty quick for a 130. Maybe a bigger movie than expected"
"6183","Shazam is the only DC movie that doesn’t make me want to slit my wrists"
"6184","@Josh2Gud4U ... and to think about how WB addressed Justice League by making it ""happy"" because it was too scary.  While watching Shazam,  I thought to myself: C'mon WB."
"6185","@asgardian200789 Oh yeah. But I saw that as more of Freddie's imagination than what actually happened. I think they'll want to actually show us Shazam joining the league instead of saying he's already a member"
"6186","@Boogie2988 At least #Shazam can punch a concrete wall, when I can't .. cause #johnucuntdothat"
"6187","I liked it. Great performances from both Zachary Levi and Asher Angel as the character. Mark Strong's Dr. Sivana=Best DCEU villain so far. Pretty heartwarming story. Definitely what we needed in this genre."
"6188","I hope to god Shazam is a good movie they already fucked up one of my other favorite super hero’s"
"6189","@flavioeldritch @ShazamMovie Snyder is save facing there is no synder cut. He know he messed up DCCU and the backlash has him lying to the public. Why would WB release an unfinished movie as he claims,then go back and do CGI,3 yrs later? He screwed up, he knows this. now hes tryin to stay relavant."
"6190","Great now dude bros are gonna troll Captain Marvel even more now that y'all are coming for their golden boy Shazam. Yay. So. Much. Fun."
"6191","Consensus seems to be Shazam!

I can’t go against Twitter."
"6192","Thursday gonna be going to go see Shazam....first time in a long time I'll be seeing a movie on my own gonna be weird"
"6193","@theryangeorge I had YouTube and Twitter open at the same time, saw this video on YouTube, scrolled down on twitter, and saw this tweet. Shame I haven't watched Shazam yet"
"6194","Solid work @DCComics I am walking out of the theater a happier man. @ShazamMovie was a fresh take on the superhero origin story. To anyone of Twitter who likes superhero movies, I highly recommend this one. #Shazam"
"6195","Saw Shazam today, defo the best the DCEU has to offer. It has a lot of heart and is overall just a really fun film."
"6196","Just saw both the movies. 

Can confirm

#Shazam &gt; #CaptainMarvel

#ShazamMovie #Mcu #DCEU"
"6197","Guys, guys... @ponysmasher is a genius. 

Take your family with you to see the #ShazamMovie"
"6198","Everyone please please PLEASE GO WATCH SHAZAM!!

I consider it one of those perfect superhero movies. It captures the heart of superheroes, why I love superheroes and what it meant to that lonely Vietnamese kid growing up in Philly.

Please go watch it <U+2764><U+FE0F><U+26A1><U+FE0F>"
"6199","Shazam, but it runs with the phone screen turned off so it doesn’t narc you out for being a total herb in the Ace Hotel lobby bar in New Orleans."
"6200","I enjoyed @ShazamMovie so much @TheDCUniverse you did a great job!!"
"6201","@kirkneverdied Never will see Suicide Squad; will be watching Shazam tonight with my dad and sister!"
"6202","#ShazamMovie inspired me to strongly consider the possibility of being a foster parent in the future. I actually have the educational background to know I'm getting into as one. Honestly the idea has crossed my mind before the movie."
"6203","@CopyDan @ShazamMovie Oh great! Now I have a hankering for a can of crab juice."
"6204","#ShazamMovie was funny and heartwarming.  All the main actors were great but Faithe Herman stole the show."
"6205","Wow! I underrated Shazam, it's really awesome, a good 9/10"
"6206","@BATMANONFILM It honestly wouldn’t surprise me at all. Especially after seeing Shazam."
"6207","I should probably go see @ShazamMovie at some point..."
"6208","Shazam! with the family"
"6209","Ahahaha @ShazamMovie is FANTASTIC. So much fun packed into one superhero movie. Definitely catch this one #vixrecommends #Shazam #ShazamMovie @DCComics"
"6210","Got tix to Shazam tonight.  Looks like DC has really turned a corner movie-wise."
"6211","@zinyoulater I loved it! The whole comic book series plays off the fact that billy is a kid and so Shazam acts like a kid. All superhero movies tend to spend the first movie in the franchise based on the character learning about themselves. I thought the casting was great too."
"6212","I wonder if they just made a movie called P aneer M utter to cover up that the Democracy shit actually happened"
"6213","#Shazam was great! It's really a movie that anyone can enjoy. My audience was having a good time. And the humor is good humor because it's GENUINE and not forced. Also, I love my family."
"6214","i love the movie shazam and the entire cast so fucking much"
"6215","@maizono22 @NintenZ captain marvel is definitely not the best mcu film (tho i liked it a lot) but i think the reason he compared them is because they both came out pretty recently
and also because many captain marvel detractors promoted shazam"
"6216","i think my problem with shazam is that his entire premise just seems really silly to me tbh"
"6217","They genuinely wanted to pay him tribute <U+0001F624><U+0001F62D>

#ShazamMovie #HenryCavill @ponysmasher @WBHomeEnt"
"6218","#HenryCavill is an example, he's still so nice and humble even after being slapped in the NO-FACE 

#ShazamMovie @WBHomeEnt"
"6219","Shazam is a fun packed movie. Last fight could've been better.  But yes you'll enjoy it thoroughly!<U+0001F602><U+0001F602><U+0001F602>"
"6220","@NintenZ How is it part of the dceu doesn’t Shazam throw a Batman action figure at the bad guy?"
"6221","Just watched #Shazam the most awesome DC movie ever. I said what I said.<U+0001F937><U+0001F3FE><U+200D><U+2640><U+FE0F>"
"6222","Okay but Shazam was super fun
I've been a fan of him since I was a kid, and this film was a super good adaptation go see it <U+0001F495><U+26A1>"
"6223","Just certified @DCComics  #Shazam <U+26A1><U+FE0F>movie. Go see that! <U+26A1><U+FE0F><U+26A1><U+FE0F><U+26A1><U+FE0F>"
"6224","@a_m_patrick Surely hope so coz with Aquaman and Shazam, looks like the DCEU as it is known is gone"
"6225","So are we all going to act like #Shazam isn't a very good movie?

Anyways, #Aquaman was point one, #Shazam has let the cat out of the bag

DC far better equipped to win at any battle

Anyways, go watch it. Great family movie with loads of laughs"
"6226","@JennLeigh310 has the ability to function on far too little sleep <U+0001F4A4>"
"6227","I loved #Shazam absolutely hilarious"
"6228","#ShazamMovie was pretty Fantastic imo way more fun then Captain Marvel that's all I gotta say so all of the fanboys and girls that defend CM can take it on me <U+0001F606>!!!!!"
"6229","Shazam is apparently different from Kazaam."
"6230","I like how everybody was confusing Shazam and Kazaam"
"6231","Watching @Dumbo <U+0001F418><U+0001F95C><U+0001F3AA><U+0001F939><U+0001F3FB><U+200D><U+2642><U+FE0F><U+0001F921><U+0001F39F><U+0001F3AC><U+0001F3A5><U+0001F37F><U+0001F36B> with @LexillovesNiall while my boy <U+0001F466><U+0001F3FB> &amp; hubby are seeing @ShazamMovie ."
"6232","@LordOfCheddar Gimme the run time of Shazam to join because I'm just about to watch it"
"6233","ok, no. I do like Wonder Woman more than Shazam,but not by much. Shazam is lighthearted, fun, funny, has tragedy aspects to it and it is very entertaining. You should definitely go see it #Shazam"
"6234","It’s kind of shocking Josh Schwartz has nothing to do with SHAZAM!"
"6235","Just got out of Shazam. It's a pretty fun movie. There's one scene near the end that I'm honestly surprised wasn't spoiled by any trailers. It was an amazing moment.

Keep it up DC/WB. You guys might be able to turn this whole super hero movie thing around."
"6236","Thanks to Shazam I learned that Kiss From A Rose is Seal’s song"
"6237","I saw #Shazam this afternoon and I loved it!  I hope they make more.  The post credits scene was a delightful surprise. <U+26A1><U+0001F42D><U+26A1>"
"6238","I was pretty surprised, it was a good movie just seen it a few hours ago really hope there is a sequel to it"
"6239","Omgosh, I loved Shazam! But then, I've always been a sucker for kids being the hero movies. This one goes effortlessly from really dark, to silly to heartfelt. &lt;3"
"6240","Shazam was a really fun time. While I got a little antsy in the middle, the climax is just tons of fun. There were scenes throughout that had my entire theater dying of laughter. And the family in this movie is really great."
"6241","@DCComics  has finally realised that @Marvel type movies actually make more money.  Loved #Shazam <U+0001F929>"
"6242","so we just asked for shazam and captain marvel posters at the cinema and WE GOT THEM AND THEYRE HUGE"
"6243","@fincherism Well, Shazam has diverse personalities on each characters. That's, for me, more important than skin colours."
"6244","My favorite scene of Shazam is when he has sex with an adult woman and then tries to Dutch Oven her."
"6245","Some of y’all bout to be real mad at me..."
"6246","Cannot stop hearing and seeing @daxshepard  when I see @ZacharyLevi in @ShazamMovie  - why is that, are they related or something or is it just the physical comedy style?

#Shazam #Questions 
#DacShepard #ZacharyLevi
#ShazamWithShepardOnSide"
"6247","@TMT_Cory Maybe an afternoon showing of Shazam...?"
"6248","When you don't have a Shazam shirt, you improvise with the Flash.  Anyways, I loved Shazam from start to finish, it was a very fun movie and I can't wait to see it again.

A grand official welcome to the DCEU to Billy Batson!"
"6249","@IsidoresDragon @Nash076 I put it above WW because the movie was only good until that horrible ending. Such wasted potential. At least Shazam was consistently good throughout the entire thing."
"6250","Whatever my latino neighbors are listening to, is heat a nigga is finna shazam this"
"6251","#Shazam is everything à superhero movie should be! Such an enjoyable watch<U+0001F60A><U+0001F60A>"
"6252","Shazam was better than expected, I am pleasantly surprised"
"6253","I saw SHAZAM! and it is good. Surprisingly sentimental, fun, and a little goofy. @KittyBroadway says, ""Better than I expected."""
"6254","The comments in this thread are nauseating. Let’s make it a competition on which movie is the most diverse! Who gets the most brownie points? Give me a damn break."
"6255","even my mom loves Shazam and she dislikes superhero stuff that's how good it is"
"6256","@BitnerdGX Yep I liked it very much also my favorite part is when they said shazam"
"6257","@BTSonthecharts @WhySoRudeMochi @BTS_twt I'm gonna stream with 4 device on yt and I borrow my mom's phone for shazam <U+270C> I'm not gonna sleep for 24 hours <U+0001F602>"
"6258","Yo Shazam was super dope. Probably my favorite DCEU film thus far. More of that please"
"6259","@AMindOnFire @tvdvdguy @ShazamMovie @WarnerArchive @millsbw @Lucas_Iannetta Totally agree."
"6260","I'm gonna be the first to say it, Shazam was good but it wasn't great. I really wanted it to be an 8+ but it fell short and gets 75 popcorns from me. <U+0001F37F>"
"6261","@ScornComiX @ShazamMovie Seeing it tomorrow <U+0001F44C>"
"6262","@BR4NDONW4RD99 @DCComics @ShazamMovie Great choice of a villain...really <U+0001F644><U+0001F644>"
"6263","I want to see #Shazam"
"6264","@Saints_Jimmy @AndyWarth Cause he was possessed &amp; exploited by evil ie the Seven Deadly Sins to destroy the wizard’s champion. Sivana was possessed by evil. Shazam was the one that stood in the way of them destroying the world."
"6265","@Saints_Jimmy @AndyWarth He was not affimed as a child &amp; rejected &amp; was blamed for a family accident. That is enough to become self consumed &amp; a villian. He grew up in an emotionally unhealthy &amp; unsupportive home obsessed with being accepted by his family &amp; the wizard Shazam."
"6266","the fun parts of SHAZAM were very fun but the boring parts were SO LONG AND BORING"
"6267","After my boy’s tough week I took him to the movies to get out of the house to see Shazam. It’s a movie about a kid that yells Shazam and gets struck by lightning and gets superpowers. 20 minutes in I was yelling Shazam hoping lighting would hit me to put me out of my misery."
"6268","im going to watch shazam again tomorrow!"
"6269","@willcblogs @ShazamMovie Update : what the hell is loyalty any moreeeee"
"6270","@willcblogs @ShazamMovie Need the loyalty those two haveeeee"
"6271","omg the soundtrack in shazam is SOOOO GOOD"
"6272","See also: The Goonies, Monster Squad, Raiders, Empire Strikes Back, E.T., and Gremlins."
"6273","I've never liked Captain Marvel being called Shazam but I get why they'd want to avoid confusion."
"6274","@deadmansland12 @ShazamMovie His a kid. What else would a kid do if they suddenly grew into a superhero?"
"6275","@GraceRandolph I just saw it. Love the kids and the whole foster story  but Shazam himself feels dumb down. Apart from having some good laughs i was un impressed. I saw people walk out in the middle of the movie. I’m not hatting on DC. Love DC. Shazam/ Superman Animated movie was better <U+0001F641>"
"6276","@Partizan_Niksic @THR Shazam is everything superhero movie should be."
"6277","Shazam 
80% Comedy 
30% Action haha love it 
#IMAX #Shazam"
"6278","My @IMAX screening of #Shazam did not have the extended #GodzillaKingOfTheMonsters preview so I just walked out. I’ll use my remaining A-List reservation to see it in RealD"
"6279","My @IMAX screening of #Shazam did not have the promised extended #GodzillaKingOfTheMonsters preview ...so I just walked out. It sounds petty but I have remaining A-List reservations so I’ll just jump to the next RealD show and get my 3D fix"
"6280","Yo bouta 3atch Shazam or as I like to call it Shazz Man"
"6281","the teddy bear casually sitting on her hair is iconic"
"6282","@EthanVanSciver just saw Shazam I mean the real captain Marvel and it was really good! No spoilers....All I will say is everything that has a political or social agenda in it is in context and it’s everything that’s right that the current industry is getting wrong!"
"6283","My interview with the director of Shazam!"
"6284","This is my favorite @ShazamMovie review so far. @PNemiroff, @WilliamBibbiani, @WitneySeibold, @TheRochaSays, etc., the bar has been set!"
