"","text"
"347","@SlasherTrash @thehorrorchick @PixelElixir @lalloronamovie I saw it at an @cineworld  ""Unlimited"" preview screening. I really enjoyed it. Of all the films in the Conjuring/Annabelle/Nun universe this is the strongest film even if it is generic storytelling.

I never look at Rotten Tomatoes as it's rating system means nothing."
"348","Who’s tryna watch the new ghost movie “the curse of la llorona” tonight ?"
"349","MovieBob Reviews: ‘The Curse of La Llorona’"
"350","so are we going to see La Llorona or what"
"351","I wanna watch La Llorona but my friends are pussies"
"352","Going to see @lalloronamovie can't wait it looks super scary!"
"353","@lalloronamovie Too scary for me!  I grew up with threats that La Llorona and the Cucui<U+0001F62E>"
"354","@AMCTheatres  It would be nice if they dim the lights to see the previews at 34th Street and 8th Ave. 5:30pm - Dolby theater @lalloronamovie !!!!"
"355","Really trying to go watch La llorona <U+0001F62B><U+2757><U+FE0F>"
"356","Going to watch La Llorona tonight with my love<U+0001F92A><U+2764><U+FE0F>"
"357","Lowkey im tryna go see “La Llorona” just to see what the hype is about <U+0001F440>"
"358","about to watch la llorona where is jaemin i need him to watch it with me"
"359","Y’all think La Llorona will be disappointing like The Nun"
"360","I wanna watch The curse of La Llorona <U+0001F97A>"
"361","Ohhh so now that the movie La Llorona is coming out y’all want to go see it. But none of you wanted to go see her when she’d be walking outside your house yelling “Ahi mis Hijos”"
"362","who’s trying to go to the movies to watch la llorona ?"
"363","La LLORONA review: full of the new horror cliches that we have seen throughout the recent spell of Conjuring franchise films, spirit can shut any door but the hero gets through when the story needs them to! Something happens to someone but they don’t tell anyone! Bit let down! :("
"364","I dont say this often about scary movies..The Curse of La Llorona, was actually good. #TheCurseOfLaLlorona"
"365","I dont say this often..The Curse of La Llorona, was actually good. #TheCurseOfLaLlorona"
"366","I swear, if they fucked up this La Llorona movie. . .  <U+0001F624>"
"367","I swear if they fucked up this La Llorona movie. . .  <U+0001F624>"
"368","Also, @lalloronamovie is a little bit 'formulaic horror movie' but much better than the recent #PetSematary"
"369","Need to see this!"
"370","Top 3 Movies:  #1 The Curse of La Llorona: $12m, #2 Shazam!: $6m, #3 Captain Marvel: $3m"
"371","pray for me guys im about to watch La Llorona"
"372","WHAT! I’m quoted!!! (Also, when I say new I mean to people who have never heard of #LaLlorona)"
"373","lolz not interested in going to see la llorona, that shit is prolly scarier when my grandma tells it"
"374","My friend wants to go watch la llorona but I don’t wanna go watch how they took a latinx story and had white actors as leads instead of actual Latinos/Latinas like the chancla is scarier then this shit"
"375","they really think I’m gonna watch la llorona knowing damn well it scares the caca outta me then they are absolutely right I NEED TO SEE IT"
"376","@cineworld Just saw the Unlimited screening of #LaLlorona the latest on The Conjuring/Annabelle/The Nun universe. Oh boy what a great film and by far the best in that whole universe. Very creepy and great jump scares. Loved it! <U+0001F44D>"
"377","Is it worth seeing LA Llorona in the theaters? lol"
"378","It sucks that the film is apparently completely thematically vacant (and whitewashed, which probably isn't a coincidence.) #LaLlorona is a story with a ton of potential angles and undercurrents. It's a shame she's never gotten a good Hollywood appearance."
"379","man i hate movie with garbage kids literally everyone in La Llorona was fucking braindead it took the mum like 30 years to put together that MAYBE the crazy spooky ghost lady MIGHT be haunting her family and her kids had their arms n shit ripped off and went ""ah my imagination"""
"380","la llorona: the legend of curly's gold"
"381","So Curse of La Llorona was basically following the conjuring universe way of doing things. Few references to the universe though and a subtle hint towards a potential next film. Solid film though"
"382","La llorona with my mom &amp; <U+0001F46F> sisters @AMCTheatres"
"383","would anyone like to go watch la llorona with me this evening?"
"384","should i go watch la llorona tomorrow morning by myself?"
"385","@michaelchaves The story of La Llorona in the movie of The Curse Of The La Llorona is false. The date of the story is was in the 12-13 century not in 1671. La Llorona had three kids not two."
"386","Watched The Curse of La Llorona. Loads of jump scares. A generous 6/10."
"387","I’ve got the heebee jeebees now @cineworld @lalloronamovie"
"388","Count me out on that la llorona movie <U+270C><U+0001F3FC>"
"389","No one wants to go watch la Llorona with me .. <U+0001F614><U+0001F614>"
"390","Nvm got someone to see la llorona with<U+0001F974>"
"391","""Sacred folklore?"" So is Frankenstein, that has clear roots in Biblical stories, not valid because it changed ""sacred folklore"" to a Gothic novel/1000 series of horror films? It's a ghost story. They adapted it into a horror movie."
"392","la llorona looked at herself in the mirror and got scared.. honestly same #relatable"
"393","I wanna see La Llorona <U+0001F631>

Who wants to go with me, ill buy out the whole theater and we can have a DX'er meet up. 

Jokes, I wish I could do that (one day tho <U+0001F608>) lmao"
"394","@cineworld Enjoyed it! Pretty predictable scares, but decently atmospheric with a surprise helping of humour #cineworld #LaLlorona"
"395","I’ll tell you what’s tragic: working at a movie theater and hearing people pronounce “La Llorona” like la lorona"
"396","@JudeWillWrite I love the stories of La Llorona and El Sombreron. Spooky but fascinating!"
"397","@BrainDumpTweets when is the next Brain Dump MR. Max G??!!!!! and you should review The Curse of La Llorona"
"398","@lalloronamovie All Latino cast by a Latino director? No?! Well......"
"399","maaaan, when i was little we use to go to my great gmas ranchito n’ spend the night, EVERY night before bed my tia would tell us the story de la llorona and dawgggg i could not EVER sleep in peace."
"400","@keileykaiser Shazam is going do just fine. La llorona was garbage. There is a reason they didn't market it as part of the conjuring universe even though it's a part of it."
"401","The Curse Of La Llorona - narratively half-baked and thematically repetitive.  A disappointing entry in The Conjuring universe. Could have done with a bit more Raymond Cruz too. Ta-da! 4/10."
"402","I just saw The Curse of La Llorona for #MovieOption. The only part really worth seeing was Poor Man's Benicio Del Toro."
"403","La llorona was really the worst movie ever lmaooo"
"404","These Conjuring Universe spinoffs are super paint by the numbers formulaic. This one was that and even went for older tropes. A guy literally said, “La Llorona. Haven’t heard that name in years.” <U+0001F602>

Still, had some fun with it."
"405","@cineworld It was ok...pretty much the exact same format as all the other jump scares horror movies though, someone needs to reinvent the genre! #LaLlorona"
"406","#nw The Curse of la Llorona <U+0001F3AC><U+0001F3AC>"
"407","Just find out that the screenwriters for #TheCurseOfLaLlorona also wrote the script for #FiveFeetApart. 

This mind boggling fact explains so much about what lacks in La Llorona. 

But really, why wasn’t a Mexican writer in charge of this script?"
"408","Just found out that the screenwriters of #LaLlorona also wrote the script for #FiveFeetApart. 

This mind boggling fact explains so  much about what didn’t work in La Llorona. 

My biggest question is why wasn’t a Mexican screenwriter in charge of this script?"
"409","So I took my girlfriend yesterday to go see the movie La Llorona, and the first thing I said once the movie was over was “we are not having kids for a very very long time” <U+0001F604><U+0001F937><U+0001F3FD><U+200D><U+2640><U+FE0F>"
"410","Drive ins to watch la llorona ? I think yesss"
"411","I want to watch la llorona <U+0001F974>"
"412","@HypnoticPhantom @lalloronamovie @realsuyung Sure is. Had to represent Sü at the movie that reminds me so much of her. <U+0001F642>"
"413","@maria_tattoo13 @lalloronamovie @realsuyung Just got out and I highly recommend seeing it! I love horror, so it's no surprise I'd like it and Sü's new shirt was a perfect choice. <U+0001F60A>

La LLarona took cües from Sü, anyways. <U+0001F609><U+0001F601><U+0001F5A4><U+0001F480>"
"414","nvm to watching it lol"
"415","I didn’t know this was apart of the conjuring universe"
"416","@dariusbwoke @lalloronamovie Ngl i love em too and this one is a lil scary..."
"417","Came close to winning on the redraw"
"418","i went to the movies alone once why not go again<U+0001F927>."
"419","@latinorebels @lalloronamovie More importantly, why ARE you surprised? Wypipo wypipoing <U+0001F612>"
"420","@michaelchaves Not from a place of mean spirited criticism, but support: I’m sure you can do better than this. Your visuals told me so. I really hope Conjuring 3 redeems this."
"421","If Conjuring 3 is all-around superior to Thr Curse Of La Llorona in the writing and suspense department, I will make my best attempt to be first in line with thorough praise and appreciation."
"422","I want a #LaLlorona movie where she's after the families of ICE agents &amp; the people responsible for taking Mexican children from their parents. A movie about the real horror of having your children torn away from you &amp; speaks to the experience of the culture La Llorona belongs to"
"423","@MarkHudiburg @laloalcaraz @wbpictures @lalloronamovie Not everyone identifies as Latino/a. Latinx is a gender-neutral term. Also see: Chicanx. I have heard it used both in conversation and online, as well as academically, though I can't say when/where it started. <U+0001F937><U+0001F3FD><U+200D><U+2640><U+FE0F> I'm sure Google can provide more info."
"424","Seriously though this is still so ludicrous. My bro, my dude, you heard some mom yelling about La Llorona just two weeks ago when the kids were running wild at the post-mass potluck, don't front."
"425","So I watched La Llorona &amp; I have a lot of thoughts, but foremost among them is that the lack of Latinx writers on it is no more glaringly obvious than when Tony Amendola's character, a priest in a Latinx neighborhood, says he hasn't heard the name of La Llorona 'since childhood'."
"426","Also, if I get it right, the main character is a non-Latina formerly married to a Latino who was apparently never involved in his kid's lives while alive, and she literally never heard him say 'Behave or La Llorona will get you!'"
"427","Also, they basically turn La Llorona into another Nun character. It's effective as jump scare fodder, but it is such a huge missed opportunity to craft something really memorable and steeped in proper culture/foklore."
"428","Also also why couldn't they cast a Latinx actress as the MC. Just. Why. And also, why couldn't it be set in Mexico? The Nun was set in Little Village Romania and had a lot of success, but La Llorona had to be set in America??"
"429","I wanna go see la llorona, suck being on house arrest"
"430","I can't wait to see this movie @michaelchaves at my @AMCTheatres spring 10 location next Monday @lalloronamovie looks like a awesome movie I'm excited to see it"
"431","@LuisAviL3SS @lalloronamovie Shit was good? I might go check it out. They didnt advertise it that much."
"432","It’s starts at 3:35 bought my tickets early — watching The Curse Of La Llorona"
"433","Went to see #LaLlorona and it was good. And considering my parents actually use to use that as a way to scare me and my sisters when we were kids I’ll probably sleep with the light on tonight! <U+0001F602>"
"434","I want to go see this. Who wants to come hold my hand??"
"435","@ENC_Tiefling @Lustriga Don't watch any of the extended trailers for La Llorona if you want suspense <U+2639><U+FE0F>"
"436","#LaLlorona  with my wife and mom lol <U+0001F602>"
"437","gonna watch the curse of la llorona"
"438","The tale of La Llorona is way different from what Mr.Rodriguez would tell our class."
"439","Estimated Daily #BoxOffice Top 8 for Friday, April 19, 2019

1. The Curse of #LaLlorona - $11.80M
2. #Shazam - $6.16M
3. #BreakthroughMovie - $3.81M
4. #CaptainMarvel - $3.15M
5. #LittleMovie - $2.89M
6. #Dumbo - $2.75M
7. #MissingLink - $1.79M
8. #PetSematary - $1.76M"
"440","Deadass just trying to watch la llorona tonight"
"441","La llorona is the reason why i don’t know how to swim"
"442","I would watch the shit out of this movie, for so many reasons."
"443","The Mexican folktale of La Llorona (The Weeping Woman) is a movie out right now and the main characters are white and it's actually making me so fucking angry. God. Just feature a brown family in a brown person story what the actual fuck is wrong with that."
"444","“Don’t you know that they just gave her a visa”
“Who? La llorona?”
“Yeah to make movies, shes from Mexico” 
~my parents (Translated from Spanish)"
"445","hearing ppl talk about la llorona is motivating me to go , but im a scary butt , so i won’t go alone <U+0001F622>."
"446","some of y’all are out here spoiling parts of la llorona and im really about to cry , y’all suck"
"447","i’m just tryna get high and go watch la llorona"
"448","anyone trynna watch The Curse Of La Llorona stoned af tonight?"
"449","@lalloronamovie Saw it this week and it’s very meh, nothing original or new and the movie lives and dies off the same lazy predictable jump scares over and over again."
"450","@cineworld #LaLlorona wasn’t without its potential but someone in their wisdom obviously decided that connecting this to the Conjuring universe was more important than telling a good story."
"451","Going to Mexico is way cheaper than watching a movie"
"452","My friends and boyfriend are all too pussy to go see la llorona <U+0001F614><U+0001F614><U+0001F614>"
"453","These bitches wanna go high to go watch la llorona movie <U+0001F62D> what if I have a heart attack LMFAOO"
"454","RT RussContreras: A promotion around “The Curse of La Llorona” using traditional Mexican healers for “spiritual cleansings” before screeni…"
"455","why are they making a la llorona starring white people"
"456","I’m so excited to see La Llorona <U+203C><U+FE0F><U+203C><U+FE0F>"
"457","18. The Curse of La Llorona

Well I shit myself 1000 times but I enjoyed it. Quite jumpscare-heavy though.. no me gusta #100FilmsIn2019"
"458","Came to the cinema at 11pm to see The Curse of La Llorona and now I’m questioning all my life decisions IT’S THE TRAILERS AND I’M ALREADY TERRIFIED"
"459","Saw @lalloronamovie  tonight and I loved it! That was genuinely terrifying, just like a horror should be!! <U+0001F64C><U+0001F3FB><U+0001F64C><U+0001F3FB> #LaLlorona"
"460","Hey all #ghosthunters @MoeSargi @OmarGoshTV @JamesTheFAM @LouRock82 @WhatThe_76255 @BunniHopper1 @itsKrisStar this explains the legend. #paranormal #GhostStories #ghosts #Haunted"
"461","Thinking about going and watching “La llorona” tonight... hmmm"
"462","I wanna watch it, but I'm alone at home and my house already looks like a horror movie scenario"
"463","The Curse of La Llorona hands down was one of the scariest movies I’ve seen in a while"
"464","Wow la La Llorona hands down the scariest movie I have ever watched I probably will never see it again. Bitch had me scared but I held my ground <U+0001F440>"
"465","Just in case anyone cares about my movie reviews - La llorona sucked."
"466","Why didn’t they make La Llorona movie en un rancho????? The last thing I imagined was La Llorona en  el Norte living the AmErICaN DrEaM"
"467","The curse of la llorona better scare the fuck out of me because my mom been hyping this bitch up since I was a rugrat."
"468","It’s embarrassing to hear movie reviewers mispronounce la llorona"
"469","uh can someone tell me if the la llorona movie is worth it"
"470","I hope the movie la llorona doesn’t disappoint"
"471","Can someone lmk if La Llorona was worth it? I ain’t tryna drive all the way to the movies by myself for nothing lmao"
"472","Sad. Las Cruces has a La Llorona park right near the river. It's pretty great."
"473","watching The Curse Of La Llorona"
"474","My tío told my dad to take us to watch La llorana,and my dad said that the story is not told right. My Tio said that that Llorona is chola I’m dead"
"475","Tbh the Curse of La Llorona si me saco in pedo <U+0001F4A8><U+0001F605>"
"476","Just watched  a horror movie. I'm impressed. La Llorona is lit"
"477","Don’t mind watching la Llorona in Spanish cause that’s how it’s supposed to be"
"478","my brother won’t go see it because he said he saw her in Mexico <U+2620><U+FE0F><U+2620><U+FE0F>"
"479","Ready to not be able to sleep after I watch la llorona <U+0001F602>"
"480","Is anybody going to go see la llorona this weekend?"
"481","Your mom threatening you w la llorona is farrr scarier than the movie <U+0001F644>"
"482","Damarion moved seats to go sit by mom during la llorona dude was scared af <U+0001F602><U+0001F602>"
"483","I saw La Llorona and I was scared but that shit was good as fuck. 

This has hindered all baby fever I was pumping today"
"484","I’m going to see that La Llorona movie"
"485","I liked #LaLlorona I always have a different opinion from critics and reviewers the only thing I didn't like was that little throw away line that tied it to the conjuring"
"486","Guess I have to watch La Llorona by myself now <U+0001F915><U+0001F915>"
"487","@lalloronamovie This is an abomination of a movie!! Movie is in English but the weeping woman’s laments are in Spanish #spanglish"
"488","I’m trying to watch La llorona"
"489","la llorona was a serve and if you disagree you’re probably illegal"
"490","How am I supposed to write a review of this movie when literally the only note I wrote down was “La Llorona is in desperate need of a mani/pedi”?"
"491","#raza pray for me I’m about to go watch #LaLlorona"
"492","Does anyone want to join us? We are going to watch la Llorona tonight"
"493","<U+0001F4CD>the curse of la llorona"
"494","I wonder if “the curse of La Llorona” even scary"
"495","my step dad is making us go see the la llorona movie.....I would like to be excluded from this."
"496","1 like and I’ll attempt to convince my mom and step dad to see captain marvel instead of la llorona."
"497","Not a real fan of horrol films to be honest... hope i could enjoy The Curse of La Llorona!! <U+0001F605><U+0001F4FD>"
"498","Watching the curse of la llorona on IMAX is so unnecessarily loud lmaoo"
"499","Literally, my entire immediate family went to go see La Llorona lastnight and guess who wasn’t invited <U+263A><U+FE0F><U+263A><U+FE0F><U+263A><U+FE0F><U+263A><U+FE0F><U+263A><U+FE0F><U+263A><U+FE0F><U+263A><U+FE0F><U+263A><U+FE0F><U+263A><U+FE0F><U+263A><U+FE0F><U+263A><U+FE0F>"
"500","They didn’t wanna let jaylen in to see la llorona bc it’s rated R and this bitch goes “what, are they gonna show la llorona’s ass??”"
"501","THE CURSE OF LA LLORONA (2019): Something something the real curse is how predictable and overly reliant on jump scares this is something something why not set it in Mexico something something not good very bad"
"502","I wanna go see the curse of la llorona. Looks super scary"
"503","This movie sucked... don’t go see it unless you have somebody to laugh about it’s cheesyness with <U+0001F602>"
"504","Actually a pretty good movie"
"505","Damn, I really felt this <U+0001F602>"
"506","Just watch tonight The Curse of La Llorona. Great movie. Must watch
<U+0001F4AF><U+0001F3AC>. 10/10"
"507","Who trying to go see La Llorona tonight  ?"
"508","Just came back from watching la llorona, and its really good."
"509","Going to watch the curse of la llorona....I’m still mad that the movie is mostly a bunch of white people and no beaners"
"510","La Llorona out here giving free abortions and people shook???"
"511","the multilingual boyfriend doesn't speak any latin languages other than english (yet) but i caught him sorta singing along to the french hip hop i introduced him to AND singing ""la llorona"" to the tune of ""poco loco"" from the movie coco and just <U+0001F480> omfg"
"512","Ok so got lazy down and fatty foods popcorn just need sex lol let’s see how scary this movie is — watching The Curse Of La Llorona"
"513","BRIGHHD OKAY so I just finished watching la llorona and it really isn’t that scary it just gives you a lot of anxiety omg"
"514","We just got our tickets to see la llorona later MDJSGDHEHD I’m watching it with my family wE!"
"515","@lalloronamovie I watched it like a few hours ago and it was decent"
"516","Might try to catch La Llorona Tuesday! 33% on RT but literally nobody was talking about this movie so its expected..."
"517","Late tonight I get to see a new horror film, The Curse of La Llorona, with my partner in crime @amykwilliamson <U+0001F631> <U+0001F37F>"
"518","Took my mom to go see la llorona and she didn’t even flinch... Idk who should I be more scare of, la llorona or my mom lol"
"519","What am I doing wrong people?!  How does this crap get into my feed?"
"520","Not sure anyone was asking for another spinoff film from The Conjuring universe but here we are. The majority of it was just jump scares but I've come to expect that from these kind of films. My main issue with it was just how dull I found it. 3/10. #LaLlorona"
"521","@lalloronamovie @_thatgirldaniii we should see this one"
"522","1/10 recommend la llorona. don’t ruin the story that you were told as a child by this thing called a movie"
"523","Anybody seen the Curse of La Llorona? I wanna know if it’s worth going to see it"
"524","I hate going to the movies because I always fall asleep lmaoo but i lowkey wanna go see la llorona"
"525","this movie was my whole childhood coming true<U+0001F62D>"
"526","Well this is sad"
"527","@RomanChristou @lalloronamovie So handsome, best actor in the world and did a great job on the movie La Llorana.<U+0001F600>"
"528","(continued)
RED LIGHT to the marketing team hired for @lalloronamovie. Cartoonist @laloalcaraz has had a lot of strong words to say about the new picture already, not the least of which revolve around the casting of a white woman (@lindacardellini) for the lead (Hispanic) role."
"529","Just heard a fellow white accidentally call ""la llorona""
strega nona"
"530","@cineworld #LaLlorona was great! Good little scares, some humour in the script, likable characters. It was basically what I was hoping the Nun would have been (hated The Nun btw) so I'm happy with it! Was a bunch of fun.  #PostCreditNerdie"
"531","Following up la llorona movie I think it’s appropriate saying my story of the llorona. Well this isn’t my story this is my grandpa story. So as the story goes or as I was told my grandpa was in mexico (Guanajuato) and he went out in the night to cut up some wood. Thread:"
"532","So is the La Llorona Movie good?? Debating if I should go see it tonight<U+0001F914>"
"533","Should I go see Curse of La Llorona or nah?"
"534","Tell me who laughed so I can visit them?"
"535","I'll take care of you..."
"536","You really should be."
"537","Just try and serve those papers by the river. I dare you."
"538","Come say that to my face by the river tonight."
"539","Your gf is wise, you should bring her to the river."
"540","Thanks for your support."
"541","I don't care how they pronounce my name, I'll still drown them all equally."
"542","I'll hold your hand."
"543","I went to see the curse of la llorona today and I don’t get scared easily but this movie got me all freaked out."
"544","All I know is this La Llorona movie better scare tf out of me."
"545","Either La llorona sucked ass or i must be going thru a lot of shit for me not to flinch once"
"546","and this right here is why I have always been afraid to shut my eyes in the shower or the tub lmfao <U+0001F602>still till this day I keep them open"
"547","@lalloronamovie We gona watch it <U+0001F624>"
"548","The curse of La Llorona <U+0001F91F><U+0001F3FD><U+2764><U+FE0F>"
"549","can’t fuckin believe we got la llorona and didn’t get missing link at work. hate this place"
"550","Watching La Llorona tonight with my girl <U+0001F929>"
"551","I’m really going to watch the curse of la llorona by myself lmaoooooofuckitoooooo"
"552","Anybody who knows me can already hear me screaming like a little bitch at the employee screening of 'The Curse of La Llorona' tomorrow night at The Alamo. These fools best get it right. My entire childhood is on the line."
"553","im seeing the curse of la llorona but i literally didnt watch the trailer i just feel obligated to see every horror movie that comes out"
"554","Movie night with my gf today. Hopefully they didnt disappoint with La Llorona or im suing for defamation."
"555","I really don't understand why The curse of La Llorona is part of the conjuring universe? 

The funny part was in the end of the trailer where the the guy didn't pronounce the title of the movie right. If you don't believe me? Watch Chris Stuckmann's review. It's great."
"556","@lalloronamovie Saw it and loved it!!!"
"557","Wasn't expecting to go to the movies today but I made the most of it. Anyways, The Curse of La Llorona was okay I'll say. Better that Annabelle and The Nun, but not as good as Annabelle Creation, Conjuring, and Conjuring 2 when compared to the other Conjuring Universe films."
"558","@paqjonathan @12kimmyy So la Llorona couldn’t get me as a child because I lived in California and she was only in Mexico with no green card? Wow I’ve been living a lie growing up..."
"559","Okay but why is the curse of la llorona so scary like fuuuuck"
"560","at the movies

my parents: how about something scary like la llorona ya know to scare the shit out of you

me: penguins (<U+FF89><U+25D5><U+30EE><U+25D5>)<U+FF89>*:<U+FF65><U+FF9F><U+2727>"
"561","Hahaha “Supernatural Mexico doesn’t send its best”"
"562","That’s my hegemonic mexivoodoo I learned from The Curse of La Llorona"
"563","To be fair to @lalloronamovie , they did not brown face Linda’s character/role but did center th story around her as a white female. Same old stuff. Also no Mexican-Americans or Latinos were involved in writing /directing it, but they did supposedly hire a Curandero consultant"
"564","@laloalcaraz @lalloronamovie And according to the articles, the curandero they got wad Cuban, not Mexican, and sounds like he was the only one who called back because the others they contacted were offended at the cultural appropriation."
"565","The Weeping Woman**"
"566","This hoe pissed me off. If you watch the movie, you’ll know why...."
"567","Why am I watching la llorona when I can just look at my grades and cry myself ???"
"568","trying to smoke and go watch la llorona"
"569","@wcruz73 @wpunj_edu @officialsmits I teach Latino Cultural Studies and you are right...much better. But, we still need some work (looking at you La Llorona film) and we thank you for always representing."
"570","Idc how rich I am I ain’t jumping in no black pool <U+0001F602> I just saw La Llorona last night <U+0001F645><U+0001F3FE><U+200D><U+2642><U+FE0F>"
"571","So wow, yeah, CURSE OF LA LLORONA is a pile of ass. Lousy version of what should be a lay-up ghost movie, about 90% of the problems come from obviously trying to ""De-Mexicanize"" a fundamentally Mexican folklore monster."
"572","Self Care Day...
The Curse of La Llorona
#ScaredToDeath
#HoldMe"
"573","@troy_beals You know la llorona has to be hot"
"574","Just saw La Llorona, my typical type of flick"
"575","The Curse of La Llorona was pretty damn good."
"576","If you think about it, it’s kinda smart that they didn’t use a Hispanic cast. ALL Hispanic know better than to be fucking around with spiritual and demonic shit. Paranormal Activity, Annabelle, The Nun? All white cast"
"577","y’all wanna watch La Llorona? Go to Mexico it’ll b free"
"578","I just really hope the white people that are here to watch La Llorona know what they’re in for"
"579","SPOILER ALERT!........ Trump deports la llorona at the end of the movie. #TheCurseOfLaLlorona"
"580","Trying to watch La Llorona tonight"
"581","My mom is going to be pissed I went to go watch La Llorona."
"582","What a good day. Family Easter, la llorona, and tapped."
"583","Kinda wanna watch La Llorona but then I probably won’t ever go outside in the dark after watching it."
"584","Watching #LaLlorona only reminded me that I need a “limpia”<U+0001F33F><U+0001F95A>"
"585","Saying a small prayer, <U+0001F64F><U+0001F3FD> I’m about to watch La Llorona. <U+0001F9DF><U+200D><U+2640><U+FE0F>"
"586","It was pretty hard tbh 
Scare factor 9/10
Story accuracy 10/10 
Will recommend to watch"
"587","About to watch la llorona I’ll let y’all know how it is"
"588","who wants to go watch la llorona w me since no one likes me and my cousins hate me"
"589","the curse of la llorona was written by white people,,,,,,"
"590","i want to go to the movies and see la llorona <U+0001F97A>"
"591","La llorona might be the wace tn"
"592","seeing The Curse of La Llorona tn<U+0001F975>"
"593","I’m trying to go watch la llorona but u realize i have no friends lmao"
"594","Being lit and watching la llorona with the family is funny ask @miss_jennymt"
"595","Being lit and watching la llorona is funny asf @miss_jennymt"
"596","So only Latinx critics are going to talk about how fucked up it is that a film with ""La Llorona"" has a white lead? Do better, white people."
"597","this exactly why i’m not watching this movie <U+0001F480>"
"598","When I was little I was scared of la llorona. Now I’d wish she’d come and drown me more than ever."
"599","It’s girls night tonight and we was on the way to go watch La Llorona and they was playing BTS on the radio and I screamed and I scared the girls with my ugly scream<U+0001F480>."
"600","The Curse of La Llorona? 5/10. Not good, not bad. Recycles the same horror movie cliches we’ve seen a million times."
"601","I want to watch la llorona and also pet semetary<U+0001F62D>"
"602","I used to be afraid of La Llorona until I became a Mom. 

Her and I will throw hands over my babies. <U+0001F923>"
"603","The Curse of La Llorona looks awful and also can we stop making half-assed versions of folktales into cringey movies in Modern Settings™<U+FE0F> 

Extra marks off if it’s a non-western story written and directed by white men (just like this one)"
"604","Disappointing month for horror movies. First #PetSematary &amp; now #LaLlorona <U+0001F44E>"
"605","All these scary movies ain’t shit compared to my tio’s scary stories de cuando escucho la llorona en Mexico"
"606","""The Curse of La Llorona"" is bad. I'd heard negative things before seeing it but went in with an open mind. Unfortunately it falls flat on every level. Just a mishmash of jump scares that quickly becomes boring. It was fun to see Raymond Cruz though (Tuco from ""Breaking Bad"").<U+0001F3AC>"
"607","Who wants to go see The Curse of La Llorona with me tonight at 930"
"608","The reviews on #LaLlorona are sketch but fuck it we gon watch this movie tanite"
"609","I saw The Curse of La Llorona yesterday and I could not stop thinking about how it was just another episode of #Supernatural."
"610","If anyone wants to go see la llorona tonight, hmu. I have 0 friends <U+0001F616><U+0001F97A>"
"611","[ If I had to choose an urban legend to fit Noel, it’d be La Llorona. ]"
"612","@Urameshi94 You might be disappointed. This wasn’t La Llorona I grew up hearing about <U+0001F937><U+0001F3FB><U+200D><U+2642><U+FE0F>"
"613","I was so excited for the potential @lalloronamovie had, and to really see latin culture celebrated in mainstream horror. To say I was disappointed would be an understatement.

Están diciendo “¡que miedo!” pero en realidad — que mierda. Check out our episode for more thoughts."
"614","@laloalcaraz @lalloronamovie They hired a curandero <U+0001F923><U+0001F602>"
"615","Yeah, we won’t be seeing this. @JesseSanchezMLB  <U+0001F645><U+0001F3FD><U+200D><U+2640><U+FE0F><U+0001F648>"
"616","la llorona was more scarier to latinos than to americans because we actually believed in that shit<U+0001F602><U+0001F602>"
"617","i am watching la llorona w my mom &amp; i am completely immune 2 horror movies. this shit aint scary!!!"
"618","The curse of La Llorona is so creepy <U+0001F92D><U+0001F92D>"
"619","@mmochahontas_ I have a scratch on my neck that I definitely didn’t have earlier #LaLlorona is coming for me"
"620","@GeekTyrant None of the movies about La Llorona have been 'good'. No one should be too surprised."
"621","The Curse of La Llorona..

 i highly recommend!"
"622","So a movie I am considering seeing today ( The Curse of La Llorona ) has 33% on Rotten Tomatoes ... 

I MIGHT go see it as I've been warming up to the whole horror movie stuff thanks to IT 2017 ( also there is nothing that really catches my eye besides 4 other movies right now)"
"623","The Curse of La Llorona is filled with nifty scares, as the ghost is seen in darkened car windows&amp;transparent umbrellas&amp;convex security mirrors. But overall the film makes a shallow impact&amp;is a terrifically scary movie that I wish were more haunting. A good watch for horror fans!"
"624","The curse of La Llorona 2019"
"625","@PermRag imagine being a die hard the curse of la llorona fan"
"626","The egg scene in La Llorona took me tf out <U+0001F602>"
"627","#LaLlorona is a promising concept that falls short. Good cast, solid directing, and good design of the titular villain. Where the film disappoints is in it's script. I felt The Nun knew it was hamming it up but this film was trying to he serious and sadly missed the mark."
"628","Deep inside all Mexicans want to go see the new film , La llorona . We need to see the bitch die that our parents and familia terrified us as children. Grown petty issues #lallorana #closure #mexican #problems"
"629","I wonder if the Curse of La Llorona is gonna be good? <U+0001F914>"
"630","RT julie_ramirez07: Ay stop paying to go see la llorona. Just go to Mexico and wait til midnight, it’s free!"
"631","The curse of la llorona was ehhhh"
"632","Went to watch La llorona lastnight &amp; it wasn’t even scary smh I’m disappointed"
"633","Are my Mexicanos watching this"
"634","Jose and I were straight up ID’d to see La Llorona upon purchase and entrance. WE TURNIN 26 THIS YEAR. #MexicanGenetics"
"635","I watched la llorona in ford city and lemme tell you 

The latinx community is out here heavy scaring they babies with la llorona"
"636","I wanna go see The Curse of La Llorona tonight"
"637","The conjuring tie in to The Curse of La Llorona was so forced and awful I literally started laughing. A few people gasped/clapped.... didn’t work for me AT ALL."
"638","Getting ready for La Llorona to snatch some kids."
"639","La Llorona was La Llohorrible. First couple acts had cool spooky stuff. Then like with all of the Conjuring things they fuck it all up when they try to explain themselves."
