"","text"
"400","Amazing film Breakthrough <U+0001F64F><U+0001F3FE>@StephenCurry30 thank you for bringing that story to life ..we need more films praising our Lord and Savior"
"401","10/10 recommend breakthrough <U+0001F60D><U+0001F62D>"
"402","I saw @SeeBreakthrough today with my mom and I LOVED it! I cried alot throughout the movie! The cast did a great job! @rebeccastaab1 @sorelevision"
"403","I saw @SeeBreakthrough today with my mom and I LOVED it! I cried alot throughout the movie! The cast did a great job! @ChrissyMetz @JoshLucas @themarcelruiz @TopherGrace @realmikecolter @SamTrammell @DennisHaysbert @roxdaws @DeVonFranklin @thelisadurupt"
"404","Awesome day down at GV. 28 personal bests, full of big breakthrough performances! Teams are looking strong heading into championship season!"
"405","You guys!!! You have to go see @SeeBreakthrough right now!!! Trust me! You have to see it!!! @ChrissyMetz you do absolutely amazing!!! <U+2764><U+FE0F><U+2764><U+FE0F><U+2764><U+FE0F><U+2764><U+FE0F>"
"406","@SeeBreakthrough I just went to see it and it was absolutely amazing you all have to see it!!! <U+2764><U+FE0F><U+2764><U+FE0F><U+2764><U+FE0F>"
"407","breakthrough is such an amazing movie!"
"408","“Breakthrough” is hands down one of the best movies"
"409","@AliaM_H The big breakthrough was that everyone is motivated by fear vs love?? So okay fine But I still don’t get how she physically CHARTED it or whatever like lemme see the nitty gritty. She’s a researcher so how did she research where did she plot points for ppl’s stories etc"
"410","Breakthrough is such a great movie<U+0001F62D><U+0001F62D><U+0001F62D>"
"411","just watched the movie ‘Breakthrough’ and I literally cried the whole time<U+0001F62D> God is real man<U+0001F62B><U+0001F62B>"
"412","So until this year I never realized how big this weekend was and I just walked breakthrough and cried like a little baby and then everything I’ve heard a worship sing I’ve cried."
"413","Maybe it’s because I’ve never truly thought about how big and important this weekend is but I’ve wanted to cry everytime I heard a worship song this weekend and I just walked Breakthrough and literally couldn’t  keep it together"
"414","@wolverinefactor Breakthrough, another inspiring religious based film"
"415","When you finally have a breakthrough in reporting for a story you've been chasing for months &gt;"
"416","@SeeBreakthrough What pure bullshit"
"417","@Del_Photos This is gonna be our breakthrough, I can feel it u.u"
"418","Just watched Breakthrough, this is one of the best movies! God is good."
"419","Just took my mom to see @SeeBreakthrough and I don’t know if I’ve ever cried through a movie so much. It was especially good since we followed it all on @ksdknews as it all played out in real time. If you have the opportunity, go see it"
"420","We just had a church group of 71 come into see Breakthrough. F to pay respects to our concessions workers"
"421","Most touching part of #breakthrough that John's classmates, friends, teachers sang oceans in prayer for him. That scene really telling us that prayer is really powerful and that faith really moves a mountain <U+0001F493>"
"422","@SeeBreakthrough I just saw this movie an hour ago!!!!!!! I absolutely LOVED IT!!! A must see! Take tissue with you when you go see it!!!"
"423","@SeeBreakthrough I already watched it, and it was really NOT a good movie."
"424","Breakthrough is one of, if not the BEST movie I have ever seen!<U+0001F62D><U+271D><U+FE0F><U+0001F499>"
"425","if you want an emotional rollercoaster and proof that god exits, watch breakthrough and read up on john’s story. bc, wow."
"426","@prooffreader Amsterdam would be hard to keep out of any top ten, both because of its quality and its breakthrough into English-language Pop"
"427","I was in California for a conference 2 years ago, attendees hit me up about the RACC Mega Tronics program. They heard good things through there positions in the manufacturing community <U+0001F44D><U+0001F4AA><U+0001F1FA><U+0001F1F8> - I am a Proud <U+0001F468><U+200D><U+0001F393>"
"428","@DavisHotel please bring me with u i am good i need my breakthrough"
"429","Amen! It is a MUST SEE! An absolutely fantastic movie!!! EVERYONE MUST SEE IT!"
"430","@ChrissyMetz  my parents and I watched this last night! You and the others were amazing! I cried through the whole movie!! I also downloaded the book! #Breakthrough"
"431","I want to extend a special fuck you to anyone questioning how Megan Thee Stallion grieves her mother’s untimely death. Not only did it happen at a breakthrough in her career, but really, fuck you for bothering someone on how they grieve as if you have the right."
"432","@rebeccastaab1 @SeeBreakthrough @ChrissyMetz @DeVonFranklin @roxdaws I saw it last night what an inspirational movie <U+0001F3A5> on how God can work I cried most of the movie I’m going to get to it on DVD when it is released it was good to see you in it Rebecca u did a great job in the movie <U+0001F3A5>"
"433","So many of our Predictions2019 are happening: Mueller Report, Trump predictions, 3D Heart breakthrough, Bubble Baby cure, gene therapy breakthrough, Notre Dame fire, royal baby, school plots foiled, terror attacks, Hollywood scandals, J-Lo engaged, Facebook scandal &amp; more. <U+0001F52E><U+0001F52E>"
"434","Yesterday is not ours to recover but tomorrow is ours to win or lose~BREAKTHROUGH 
Love you guys!! Happy Easter!"
"435","YESSS!!Divine Oduduru becomes the first Nigerian man since Olusoji Fasuba(AR of 9.85)back in 2006 to run a sub-10 over the 100m as he clocked a breakthrough WL and PB of 9.94."
"436","@SeeBreakthrough Just saw it and loved it and the inspirational message."
"437","35’ Goal for FC after United had just wasted a breakthrough opportunity. @TheMiamiFC 1-0 @miamiunitedfc. #MIAvMUFC #MagicCityClasico #RemainUnited"
"438","Before the beginning of May you will receive your Breakthrough in Jesus name Amen."
"439","Praying my breakthrough comes to fruition. Faith and perseverance<U+0001F511>"
"440","@TonyRobbins If you love “This is us” I would recommend you seeing the movie “Breakthrough”.  Don’t mind saying it got to me. Happy Easter!"
"441","Go see Breakthrough if you want to cry for an hour and 56 minutes"
"442","I’m worth the blessings coming my way.
I’m worth the peace I need.
I’m worth a mighty breakthrough.
I’m worth the happiness I deserve.
I’m worth what I pray for.
I’m worth being Loved correctly.
I’m worth being respected.
I’m worth being valued.
I’m worth more."
"443","Breakthrough had to be the most emotional movie I've ever seen...
If you haven't seen it. Go see it."
"444","I HIGHLY suggest everyone go watch Breakthrough... &amp; bring a box of tissues"
"445","@j_exantus @mikerich45656 @TalbertSwan @MichaelEDyson @browardsheriff I really dont know what to say. I found that ptsd counseling helped me a lot. The component that was the breakthrough for me was discovering how my experience destroyed my trust in society itself and in the people around me.  PS You have a beautiful family."
"446","God,

Thank you for always comforting me when I sometimes can’t catch a break. You always find a way to remind me that things are temporary &amp; I will make it through whatever storm with you by my side. May I keep praising you &amp; not lose sight of the breakthrough that’s coming."
"447","@MattDickerson @ChrissyMetz @RevJasonNoble @TopherGrace @DeVonFranklin @SeeBreakthrough @themarcelruiz @20thcenturyfox @roxdaws @StephenCurry30 @theimpossiblebk It’s totes true Matt; definitely NOT a fan of anything ‘SUPER-hero’ish’ OR anything with ‘STAR’ in the title ~ I’m hoping to see much more of movies like @SeeBreakthrough coming to the big screen ~ there’s so many wonderful stories out there that could be told"
"448","""Yesterday is not ours to recover but tomorrow is ours to win or lose.""

Words to live by.  Breakthrough movie."
"449","Take a second to pray for those who can't wrap their mind around salvation being for them; who will have no great Easter joy or faithfilled breakthrough; who seemingly haven't been swept up in the power of the Story.

It's a crappy place to feel stuck."
"450","Having the BEST coaches definitely helps."
"451","@sburke85 @Sporosarcina @DrLaurenWilson @forrestmaready Children die of chicken pox before puberty, and yes as a pediatrician I know that even if I’m not as “informed” as you think you are. Orchitis occurs at a higher rate in unvaccinated males than vaccinated males w/ breakthrough infection (30% vs 7% postpubertal).Where’s your data?"
"452","@sburke85 @DrLaurenWilson @forrestmaready Check your numbers and overall stats. Many had not had updated vaccines. Some breakthrough disease may occur with mumps."
"453","@JasmineB_Fit Have you heard of the movie Breakthrough? It’s Christian based and starts at 8:30 at 4 seasons<U+0001F937><U+0001F3FE><U+200D><U+2640><U+FE0F> it is a move"
"454","And for that matter, we might want to look into re-scheduling MDMA and LSD; they seem to have some medical potential, and MDMA in particular might be a serious game-changer breakthrough drug for PTSD. Science can be awesome!"
"455","@lifehaspurpose @AbbyJohnson @KLOVERadio @UnplannedMovie @KLOVERadio KLovehas already lost me as a listener &amp; supporter over this. I now listen to KCMH (Keeping Christ Most High) out of Arkansas. Great station and, yes, THEY are running ads for @UnplannedMovie as well as the newly released @SeeBreakthrough Breakthrough movie."
"456","@ChrissyMetz , I saw Breakthrough today and you rocked it!! It is inspiring, emotional, and suspenseful. The cast was amazing and I can't wait to watch it again!"
"457","10/10 recommend seeing Breakthrough<U+0001F525>"
"458","Just saw the movie “Breakthrough”. If you have leaky eyes at movies, you will have a puddle in your lap at this one. #breakthrough"
"459","@TheMarkMathur @GoBlueBis @dloomis24 
Highly highly recommend going to see Breakthrough."
"460","@OzGoofyPrincess @LyleShelton @LiberalAus @AustralianLabor @AuConservatives Lyle is really hopeful that this will be the breakthrough in his chronic masturbation habit."
"461","Just saw Breakthrough. Why in the damn would they have one of the most popular songs but edit it, when there are thousands of other songs that they didn't need to edit? #MovieOption"
"462","Yesssss <U+2728> — watching Breakthrough Movie"
"463","Real Quick! It just sunk in my mind
I was in situation impose I refused to speak negatively about it I just didn’t talk about it
I kept praying and believing. Started acting on an old business goal redirected my concern Freed myself #nojudgment got #breakthrough #miracle #blessed"
"464","@LexG_III is BREAKTHROUGH on the movie menu?"
"465","I went to see breakthrough and I cried like the whole time<U+0001F62D><U+0001F62D><U+0001F62D><U+0001F62D><U+0001F62D>"
"466","”You will have a tremendous breakthrough
You must learn to love your emotions” Ace of Cups @LSDREAM_MUSIC I haven’t agreed with a statement so much in a long time. The main reason we got into this business it help people with their emotions! Emotions are key don’t forget it <U+2764><U+FE0F><U+0001F64F><U+0001F3FB>"
"467","@MarkDuplass i resisted this ethic but Mark forced us to create in volume and it was a key to our breakthrough (coupled with writing what we knew best). Use your perfectionism to fine tune your art (directing, editing, mixing etc.), but it'll kill you when conceiving, writing and producing"
"468","@ChrissyMetz killed it in @SeeBreakthrough. I loved Chrissy and Josh Lucas’ scenes the most. Great supporting cast, too. @SamTrammell as the first doctor was great!"
"469","@brightstrangely @nberlat There’s more to say, and to be said, when you’re honest about complexity and difficulty and competing or additional valid concerns - too virulent and anti-intellectual a protest, I think, can limit the possibilities for exchange, comparison, insight, breakthrough -"
"470","@TopherGrace @LewisHowes @MinorAdventures Topher Grace did a great job on the movie Breakthrough.   I know Jason Noble from years ago.  He played the part well. 
#Idahofan"
"471","i went and saw @SeeBreakthrough with my mom the other night, and i asked her “do you think you’ll cry?” she’s like “no i don’t think so” 
**a little while into the movie**
my mom: <U+0001F927>"
"472","@RoyDT So far I'm on 2 for the round but I've tipped the blues to have an inspired win. They are on the verge of a breakthrough, I can feel it <U+0001F44D><U+0001F3FB>"
"473","@jspeterson2018 I got mad respect for people like you!! I completely understand going thru extremes with your horse, I’m just still waiting for my breakthrough! Whatever the hell you are doing, it’s working and gonna take ya far. <U+0001F642>"
"474","At the movies to watch breakthrough with my mom and my cousin! Got my tissues ready"
"475","The movie “breakthrough” was absolutely amazing. I cried like a baby"
"476","Breakthrough is a great movie! You guys should watch it."
"477","Breakthrough is such amazing and moving movie :,)<U+0001F497> please bring your tissues. 
@themarcelruiz @SeeBreakthrough"
"478","@SeeBreakthrough I just wanted to say. This proves to me even more that God never gives up on us. He is real and whether those of you believe or not. God is Love and Love is the only thing that can overcome all things and connect all things. God Bless. Happy Easter"
"479","@StarTalkRadio @neiltyson @JannaLevin Hey there I had a more personal question about the recent picture for Neil. Do you think the “memeing” of the image degrades the true scientific breakthrough that this is or rather it’s just great that more people get to see it even in a joking format? Thank you #CQBlackHoles"
"480","""No cuts to Medicare"" they said."
"481","Saturday is the day after death and the day before resurrection. How it reminds us that after adversity there is silence and time before breakthrough. Be patient and have faith. Thank you Jesus. #Easter"
"482","@SeeBreakthrough Such an incredible and touching movie. Joyce never gave up on her son, or God. It’s fitting that this came out just before Easter, as God NEVER gives up on us. Loved every second of it, and the tears were flowing.<U+2764><U+FE0F>"
"483","Breakthrough was directed by Roxann Dawson; she is best known as B'Elanna Torres on the television series Star Trek: Voyager."
"484","The Breakthrough film does not say whether the adoptive father Brian Smith had fertility problems or if he views fertility treatments as sinful."
"485","Breakthrough is an okay movie based on true events."
"486","John Smith is the teenager who falls through the ice in Breakthrough. If he still wants to find his Guatemalan birth family, he should take a DNA test. The film also says that his adopted mother Joyce gave up a son for adoption when she was 18. I wonder if they ever reconnected."
"487","An official trailer for Breakthrough was released on December 5, 2018 and received more than 30 million views within two days, becoming the most-viewed trailer for a religious film within that timespan."
"488","Breakthrough is the first film from 20th Century Fox to be distributed by Walt Disney Studios Motion Pictures, following Disney's acquisition of the company."
"489","Breakthrough producer DeVon Franklin helped the Smith family find a literary agent and then develop the book into a film after it was published."
"490","Breakthrough includes a cameo by contemporary Christian artist Phil Wickham."
"491","Although Breakthrough is set in Missouri, it was actually filmed in Canada in the province of Manitoba."
"492","Chrissy Metz plays Joyce Smith, a religious woman and John's adoptive mother in Breakthrough.  She performed ""I'll Stand With You"" from the film's soundtrack at the 54th Academy of Country Music Awards alongside Carrie Underwood, Lauren Alaina, Maddie &amp; Tae and Mickey Guyton."
"493","Basketball player Stephen Curry, of the Golden State Warriors, is the executive producer for Breakthrough."
"494","Audiences polled by CinemaScore gave Breakthrough an average grade of ""A"" on an A+ to F scale, while those at PostTrak gave it 4.5 out of 5 stars and a ""definite recommend"" of 69%."
"495","@laitman It's already a breakthrough state of #Human #development when we realize that individually, on our own we're desperately #helpless, like an organ rejected from the body. This's already a great step towards separation from the selfish #ego, towards existing outside of the #self"
"496","$849 and you are fucking crazy"
"497","@MarcelRuizS I just saw @SeeBreakthrough and you as well as everyone as did such a wonderful job. <U+2665><U+FE0F>"
"498","That new movie breakthrough with the kiddo foster the ice so sick of this bullshit movie of all time I get a pass on this stupid ass movie"
"499","Breakthrough day for Bengal Badminton at the 16 team HF-Invite! All six positions placed in the top six.  3rd Place team finish, in a very competitive field.  Couldn’t be prouder of this group!"
"500","Please do yourself a favor and go see the Breakthrough movie. Wow!! Wow!! Wow!! God is not dead and He loves us so much!!!!<U+2764><U+FE0F>"
"501","PSA: Breakthrough is a good movie. Bring a box of tissues. I must be getting soft in my old age"
"502","I cannot stress this enough. Let the gurl live."
"503","a change is coming;

not a regular change but a physical change, a emotional change, breakthrough change. self love change. a better change is coming your way. no more heartaches, no more pain, no more tears, no more temporary false love. a better you, a better outcome with love."
"504","treat cancer for the foreseeable future. I feel like I have revolutionized helping people with dystonia and some day people will notice, like they have for this breakthrough scientist."
"505","@MaryLyn00719971 @lifehaspurpose @AbbyJohnson @KLOVERadio @UnplannedMovie @SeeBreakthrough I've switched to another station too. Very disappointing!"
"506","Really enjoyed watching @SeeBreakthrough  with @MarkMcFaul and @RhondaMcFaul ! Incredible and inspiring film! Incredible job @DeVonFranklin and team!!"
"507","I want to cry <U+0001F62D><U+0001F62D><U+0001F62D> @BTS_twt  Is one of the contribute to remove the  language barrier... Yes any time soon the music industry will accept all the language.."
"508","@BeyondNerva @evil_potato @runnymonkey @unity3d What I mean is on the fly rendering during edits, one would think that could only be done by adding massive graphics cards and CPUs. Not by upgrading the Blender source code.
What software breakthrough allowed this?"
"509","Take tissues if y’all go see Breakthrough...10/10 recommend."
"510","just got out of the theater after watching breakthrough and can firmly state i, and i cannot stress this enough, love marcel ruiz with my entire heart"
"511","just got out of the theater after watching breakthrough and can firmly state i, and i cannot stress this enough, love marcel ruiz"
"512","@SeeBreakthrough movie is a  GREAT movie. I just want to watch it again<U+2764>"
"513","#Breakthrough was THAT movie! I absolutely loved it!"
"514","Süle is just a Panzer Tank and I love it"
"515","Breakthrough hasn’t even started yet and I’m already crying"
"516","Just watch breakthrough very good movie 10/10"
"517","I hope you experience the breakthrough, the clarity, the peace, and the answers you’ve been waiting for."
"518","To all my Twitter Family. The Movie ""Breakthrough"" is everything and more than advertised"
"519","breakthrough is a must see but be prepared to bawl your eyes out"
"520","This."
"521","@GabeBurnsAJC The fact that this team. With the resources it had at its disposal this offseason....coming off of a breakthrough season...is in this shape is an absolute disgrace. Ownership and or management should be embarrassed. I am..."
"522","I’m starting to believe depression and anxiety never goes away, you just learn how to deal with it, live with it, cope with it, keep going with it and breakthrough episodes."
"523","Girl you really outdid yourself with this. This is INSANE and a HUGE breakthrough for the movement wow this woman is insane. Read this thread y’all! #JusticeForBritney"
"524","showing na breakthrough!!!! <U+0001F60D><U+261D><U+FE0F>"
"525","through that CLOSED DOOR and told them ""PEACE BE WITH YOU"". Today there may be closed doors in your life to receive healing, blessings, breakthrough..so do not worry JESUS coming to you through that closed doors to give you PEACE."
"526","@SeeBreakthrough Very inspiring. Deff touch my life. Just like his mom never gave up in her son, this is the same way God never gives up on us. The Lord is so amazing, his love and his mercy. Ty for the movie, I pray it touches many life’s... be bless everyone...."
"527","@JonathanZWhite I can imagine that working for stills but for video (as shown in your tweet) it would be so incredible (and such a breakthrough) that I’d expect to see this being featured in _all_ of Huawei’s marketing. I’d also expect to see it all over the pro-photography community."
"528","@Arch_Revival_ @FeistyRealist The last thing our ""Lady of Paris"" needs is some breakthrough designer bringing it into a future nightmare"
"529","Worden: three questions being addressed by breakthrough starshot: is there other life in universe, is there intelligent life, can we travel between stars?"
"530","Last talk of the conference, Pete Worden of the Breakthrough Initiatives group. #SpaceAccess2019"
"531","@roxdaws I saw Breakthrough last night and loved it. It’s a powerful film, very thoughtfully told. Thank you for the wonderful experience of watching it. 
A personal breakthrough experience for me was when I found a mentor willing to truly invest in me professionally."
"532","Lmaooo at the dweeb saying “thanks for clearing that up” as if Megan owed him that. Social media has turned alot of yall to weirdos. Thats why I aint mad when rappers and entertainers be fucking yall up"
"533","#Breakthrough had me in TEARS"
"534","The movie Breakthrough might be the best movie I’ve ever seen. I encourage anyone and everyone to go see it. God is so good.               “for, “Everyone who calls on the name of the Lord will be saved.””
Romans 10:13 NIV"
"535","WHAT A CATCH! <U+0001F60D><U+0001F60D>

Dhawan mistimes it and it goes high up in the air. Ashwin back-pedals and takes a lovely catch near mid-wicket. Just the breakthrough we needed. <U+0001F4AA><U+0001F4AA>
 
Equation: 48 to win from 39 balls.

#SaddaPunjab #DCvKXIP #VIVOIPL"
"536","The message is heavy handed at times, but @ChrissyMetz delivers a powerful and honest performance as a mother fighting for her son’s life in @SeeBreakthrough. #STMM"
"537","9th/30. That probably means no PR for me. Everyone else deserves it, I won't deny that. However, feeling bad because I tried so hard to make it in but still fail. Wondering if I'm at the cap of my breakthrough."
"538","@themarcelruiz @SeeBreakthrough Breakthrough was such a great movie it really touched my heart and damn marcel you were hot"
"539","Vaguely sinister prodigy Elon Musk lifts the lid on his latest breakthrough: handsfree trains"
"540","Just watched @SeeBreakthrough and bawled for 1 hour and 56 minutes"
"541","wtfff hey guys I just watched breakthrough and I cried so much <U+0001F62D><U+0001F62D> I never cry during movies but it was so mf sad omg marcel and chrissy are sooooo talented!!!!"
"542","Breakthrough is a must see movie <U+0001F64F><U+0001F3FD>"
"543","10/10 recommend breakthrough it’s such a good spiritual movie!"
"544","the movie breakthrough is so good"
"545","While Agent Orange exposed vets like my husband get the run-around from the VA, always looking at his rating &amp; what they can do to reduce his compensation. #shameful #vietnamveterans #woundedwarriors"
"546","@GamsuOW @FLMayhem Proud of you! The whole team played so well! #Breakthrough"
"547","@SeeBreakthrough Great movie and wonderful performances from the cast."
"548","Breakthrough... 10/10 recommend watching it."
"549","Breakthrough had me balling in the movie theater. Such a powerful movie"
"550","Wow... my dad actually gave me the passcode to his netflix.. what a breakthrough"
"551","@elonmusk @flcnhvy @loadiabe86 @skabooshka @GroggyTBear @BarkMSmeagol @FitzsimmonsK @DWildemuth @handytsla @TeslaBull @VW Part of it might be that when you, say, imply a massive cost breakthrough in solar cell cost (solar tile presentation), and it's far more expensive than competitors' products, it can really harm those competitors."
"552","I don’t think I’ve ever cried so much in a movie before like i did in Breakthrough"
"553","The breakthrough movie is out... I want to WATCH IT SO BAD OMG"
"554","@Feb2nd1979 @nowthisnews Its a pity when barriers fall for genders, race, ethnicity, etc they are not locked in.
Once a breakthrough is achieved there needs to be a determined program to keep funneling people through.
Seems like we say ‘check, that’s done’ &amp; we forget to follow through &amp; make it ‘normal’"
"555","@SeeBreakthrough And btw has no one ever heard of the phrase, ""if you can't say anything nice, don't say any thing at all""? If you don't want to watch it, then don't. Must you have to belittle it and make crude comments about it?"
"556","@SeeBreakthrough When I saw this movie the other day, I immediately thought of my own situation about the same age as this boy, where my mother did exactly what this mother did: cried out to God and held onto her faith that I was gonna make it thru. This was such a good movie!"
"557","At last, a breakthrough with the meds <U+0001F62D><U+0001F927><U+0001F389> the golfball in my throat feeling is fading"
"558","The movie Breakthrough is forsure a 10/10<U+0001F62D>"
"559","I repeat<U+0001F5E3><U+0001F5E3>"
"560","just finished watching @SeeBreakthrough and I’m in love with @themarcelruiz <U+0001F493><U+0001F493> oh and the movie is  a m a z i n g"
"561","That new movie Breakthrough &gt;&gt;&gt;&gt; <U+0001F629><U+0001F62D><U+0001F62D><U+0001F62D> I literally cried the entire movie.."
"562","Y’all. I NEVER cry during movies, but that new movie Breakthrough BROKE ME<U+2639><U+FE0F> I cried almost the WHOLE movie"
"563","Omg breakthrough is such an amazing movie.. definitely recommend!!"
"564","@ChrissyMetz So glad my wife and I spent our date night going to see #Breakthrough !  You are an amazing actress and singer! Thank you for reminding us that God is real, He is alive and His miracles are true!"
"565","Sometimes God delays the breakthrough so He can prepare us to steward the gift or opportunity He’a about to entrust to us. 

He makes us wait because He’s making us ready."
"566","@ThePuristDope Lol but you mind if I DM you with a real personally significant dream, I experience sleep paralysis and I think it was a breakthrough if love to know ya thoughts on it"
"567","Schizophrenia is at 
once the wall, the breaking through this wall, and the failures of this 
breakthrough: ""How does one get through this wall, for it is useless to 
hit it hard, it has to be undermined and penetrated with a file, slowly and 

13S 

ANTI-OEDIPUS 

with pati"
"568","Ho watch the movie breakthrough <U+0001F64F><U+0001F3FE><U+0001F4AF>"
"569","@ChrissyMetz I just saw Breakthrough this afternoon and your performance was incredible. I ran out of tissues watching this movie.   It was so inspirational - the cast was outstanding and at this time of year to have the movie released gives people to have faith and hope."
"570","Breakthrough is by far the greatest movie I have ever seen, it shows how powerful our prayers are and that with God, ALL things are possible"
"571","If you have been praying and wishing for a financial breakthrough you must be ready to act when the blessing is presented"
"572","Breakthrough was such an amazing movie I highly recommend everyone watch it"
"573","I've got #BenSimmons winning Best Breakthrough Athlete at the @ESPYS. Who are you voting for?"
"574","@OfficialRezz @jonogrant @tonymcguinness @therealjuicyj @CurrenSy_Spitta @wizkhalifa @DJPAULKOM @dareallachat @LayzieBTNH @ThisIsBizzyBone @Real_TradeMark @SirMichaelRocks @LilTunechi @hi_mija @awonderland @iBluestone @greymusic @djsnake @TonyKay69 @ProjectPatHcp @arminvanbuuren @ericprydz @DillonFrancis hah left y'all with a thought to breakthrough 

before y'all could try to get to 4 yeses on 

the attempt of the kick and Isabelle &amp; me got to it <U+0001F3C1>"
"575","Daughter wanted to see Breakthrough, because apparently she wants to listen to me sob in public and see my makeup’d stained face <U+0001F62D>
Cheesy but still bawled.
It’s based on a true story.
The kid was 14.
I have a 14 yo.
<U+0001F62D><U+0001F62D><U+0001F62D>
#movies #momlife"
"576","@ChrissyMetz breakthrough was incredible. As a mother and a woman who has worked in emergency and heard the cries of prayer, this movie struck home in so many ways. Your performance was both incredible and inspiring. Balled like a baby but it was so worth it #bravo #standingO"
"577","On the upside, major breakthrough with the violin. Practicing true glissando technique again since yesterday; Paganini style; no shoulder rest, different stance, only one position, no shifting. It's starting to work - and much of it transfers very well to the ""modern"" style!"
"578","The time of breakthrough and glory is closer than you know, stay believing, stay prayed up. God is good <U+0001F64F><U+0001F3FD>"
"579","#Breakthrough:
Definitely ‘churchy’ (prayers/Bible verses) but don’t let that stop you from seeing a true story of a modern-day miracle when a teenager falls through the ice, &amp; rescuers do all they can to save him.
Nicely done, ‘tho some closeups were uncomfortably long.
3/5 <U+2B50><U+FE0F>’s"
"580","the movie Breakthrough is AMAZING"
"581","Breakthrough is a must see movie! It’s definitely inspirational and shows just how great God is!"
"582","Breakthrough was such a great movie! Definitely recommend it to anyone thinking about watching it"
"583","i’m seeing breakthrough for a 2nd time and i know i’m going to cry just as much as i did the first time 

if you haven’t seen it.. 10/10 recommend"
"584","i’m seeing breakthrough for a 2nd time and i know i’m going to cry just ask much as i did the first time 

if you haven’t seen it.. 10/10 recommend"
"585","Roses are red, violets are blue,
Round 2 awaits you!
Let’s have a breakthrough!
Tell your opponents to shoe!<U+0001F45E>
LET’S GO BLUES!!!<U+26F8><U+0001F3D2><U+0001F945><U+0001F50A>
@StLouisBlues
@the_mls
@DerekKingSports
@TheATrainSTL"
"586","if you don’t believe in God or if your faith ever wavers, pls go watch the movie breakthrough. it will complete wreck your life in the best way. miracles do happen and GOD IS REAL AND HE HEALS !!!"
"587","somebody go see breakthrough with meeee , plz i’m begging"
"588","I’m so excited to watch the movie breakthrough with my family &amp; youth group"
"589","@SeeBreakthrough is definitely a must watch. Literally had everyone in tears. The power of prayer, love, and God is an amazing thing."
"590","@dave_phantom @zoidberg95 @BartHyatt @MrJed_Brian @b2the4thpower @T_T_Podcast @ParanormalPat64 @blackcatpodcast @hereonmars_ @FromTheWastes @jennyymegann @AlbertRaya4 @neilfraser78 Movies with the wife, we saw @SeeBreakthrough #herchoice"
"591","It's as if the writer of the movie Breakthrough has been in our Bible Study! @DrJinCA @COPIM #PrayingandPraisingThrough #CircleYourJericho"
"592","@MC__EE @TSaurusBecks @Lizabeth7172 @Such_a_TaraH @WhiskeyAngel101 @deflepfan201710 @hollydwn @Maya0073_ @moefoeski @kirasroth @itsdagabii @Khim_Azaghal @EllaB_ @Sensual_Simple @NaughtyG18 @Ladyciara__ @JustaSmallTown7 @Kell_Almighty1 @EmmyBeeGood @its_Annie13 @LadyStardust22 @Valentina_Pa29 @HeathcliffsHart @cherry_coloured @prismbars @Ladylibra2575 @justlikecandie9 @BrigidsEmber @toram06 @KindFemmeFatale @Chelie_R @noemie977 @tittersntweets @MegsieRoses @lilyseyes47 @reinedesnerds @Citrine4G @VorsaMai89 @BPlaya13 @LindseyMcNice @atomicangelana @PrincessPajamas @kennedy_plaid @Jennibear781 @IrishMystical @babygirlmindy1 @theonewithtwois And it makes me more scared because he’s doing his homework for school and keep getting frustrated and that  cause a breakthrough one as well. I just don’t wanna be home alone and that happens.."
"593","God is so real. and if you don’t believe in Him then please go watch the movie Breakthrough"
"594","""Water as fuel defies conventional scientific understanding.""

It also defies the laws of physics.

Sadly, it demonstrates one long-standing law of con artistry: A fool and his money are soon parted."
"595","Got home from chi town late this evening and mom I<U+FE0F>invited us to go watch breakthrough and I<U+FE0F>m so glad we went cause my goodness GOD IS GOOD"
"596","If you haven’t see breakthrough you need to go!!! God is so amazing"
"597","Breakthrough is such an amazing movie omg"
"598","@dyny1bn @GoneGirl187 @krassenstein I agree on the English front but I will gladly take the next Cancer breakthrough over not ending a sentence with a preposition."
"599","@SeeBreakthrough It’ll obviously end in one of two ways.."
"600","@1Jsmalls @SeeBreakthrough Have you ever had diarrhea ruin a movie?"
"601","@1Jsmalls @SeeBreakthrough I’m saying, maybe having diarrhea is what ruined the movie, and not the bad acting, trite storytelling or emotional pandering."
"602","@SeeBreakthrough Hated the movie but I also had diarrhea"
"603","@1Jsmalls @SeeBreakthrough How do you stay consistently diarrhea free at the movie theater?"
"604","@CasablancaRic @SeeBreakthrough I don't consider myself an atheist. I don't claim to KNOW one way or the other!"
"605","Was a REALLY amazing movie but we are throughly emotionally spent now!!!  Glad we saw it.  As we ponder what this weekend signifies, we are reminded of what Jesus did for us. He is so Faithful and Worthy of our Trust!!!<U+2764> — watching Breakthrough Movie"
"606","10/10 would recommend the movie Breakthrough, shows the power of prayer and the love that God has for us :)<U+0001F499>"
"607","I got out of the movie theater about 1 hr ago and my eyes are still puffy from all the fucking crying I did!!! <U+0001F62D>

If you haven’t already you should definitely watch “Breakthrough”"
"608","Can’t wait to see the movie @SeeBreakthrough"
"609","The Breakthrough was a phenomenal movie."
"610","I know breakthrough is coming
By faith, I see miracle
My God made me a promise and it won't stop now"
"611","But do they have to be exclusive? If they learn English and language skills then they cannot learn science also?"
